"ID_NAME","CONSUMPTION_SEGMENT_CODE","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Pork - gammon (e.g. joint, rasher)","CP0112303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.264,-2.783,-3.012,-5.372,-6.077,-5.657
"Pork - bacon (e.g. joint, rasher)","CP0112303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.264,-2.783,-3.012,-5.372,-6.077,-5.657
"Pork - steak or chops","CP0112202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412,6.123,4.837,4.249,1.191,0.963
"Pork - strips","CP0112202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.412,6.123,4.837,4.249,1.191,0.963
"Side dishes - potato-based dishes","CP0119103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.418,6.292,6.254,5.732,4.767,3.737
"Potatoes - baby, new or salad","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155,-0.672,1.05,3.422,-0.285,1.075
"Potatoes - baking (excl. frozen)","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155,-0.672,1.05,3.422,-0.285,1.075
"Potatoes - sweet","CP0117502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.496,4.38,3.703,4.076,4.219,6.174
"Potatoes - white","CP0117501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.155,-0.672,1.05,3.422,-0.285,1.075
"Protein shakes and meal replacement drinks","CP0129001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.185,6.583,7.816,5.765,6.093,1.276
"Quiche","CP0119105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.293,-5.303,-6.122,-5.778,-1.605,1.681
"Oil - rapeseed","CP0115199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raspberries","CP0116401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.077,1.236,2.752,3.567,1.233,3.186
"Rice cakes","CP0111101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.398,0.118,1.641,0.147,1.354,1.016
"Rice - microwave","CP0111101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.398,0.118,1.641,0.147,1.354,1.016
"Bread - rolls, baps or buns","CP0111303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.612,3.082,4.103,2.796,2.119,2.631
"Sandwich or wrap - prepared or takeaway","CP0119108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pork sausages","CP0112501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.074,-2.795,0.821,0.426,-1.459,-2.257
"Fish - smoked salmon or trout","CP0113201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,-1.096,0.664,2.12,-2.186,2.249
"Soup - canned or tinned","CP0119106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.603,-0.333,1.07,-0.293,0.961,1.434
"Spirits - brandy and cognac","CP0211005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.186,-1.839,-0.165,-1.654,-0.521,-0.603
"Spirits - gin","CP0211001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,1.496,0.662,-5.861,-0.986,-3.988
"Spirits - liqueur (e.g. cream, coffee)","CP0211007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,-4.74,-7.944,-1.653,-1.669,-2.487
"Spirits - pre-mixed cocktail","CP0211006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.275,1.571,1.805,0.343,0.341,0.164
"Spirits - rum","CP0211004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.711,2.478,0.897,-0.05,0.404,2.435
"Spirits - vodka","CP0211003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,-0.159,-2.533,-4.277,-2.552,-0.543
"Spirits - whisky","CP0211002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.002,1.897,1.947,-0.736,-2.307,-0.927
"Water - still","CP0125001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.316,7.18,9.418,6.254,6.795,8.219
"Stir-fry pack","CP0117404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.934,9.709,9.942,8.223,6.205,6.278
"Strawberries","CP0116401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.077,1.236,2.752,3.567,1.233,3.186
"Sugar - white","CP0118101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.203,-3.936,-1.607,-1.641,-2.008,-1.466
"Sweetcorn - canned or jarred","CP0117901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.103,2.603,0.608,0.963,-1.549
"Sweets - chewing or bubble gum","CP0118901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.453,3.68,4.256,2.785,2.895,2.835
"Sweets - hard (e.g. toffee, boiled)","CP0118902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.234,-2.836,-2.51,-5.009,-0.75,1.587
"Sweets - mints","CP0118901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.453,3.68,4.256,2.785,2.895,2.835
"Sweets - soft (e.g. jelly, pastille)","CP0118902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.234,-2.836,-2.51,-5.009,-0.75,1.587
"Tea - flavoured (e.g. mint), bags","CP0123002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.676,1.804,6.472,5.539,3.273,9.53
"Tea - unflavoured, bags","CP0123001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,4.645,6.719,4.129,6.292,4.725
"Tobacco - loose","CP0230901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.246,7.298,6.609,7.058,6.409,5.881
"Condiments - tomato ketchup","CP0119302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.704,6.254,-1.914,3.855,-0.692,1.782
"Tomatoes","CP0117203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.867,2.151,6.185,7.707,5.241,4.165
"Tomatoes - canned or jarred","CP0117901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.103,2.603,0.608,0.963,-1.549
"Vaping refills - cartridges (not devices, e.g. pens)","CP0230902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996,0.654,0.711,0.472,0.089,-0.147
"Ready meals - vegetable","CP0119101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.185,6.616,6.643,3.762,3.107,3.979
"Vegetarian burgers and sliders","CP0117906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.273,6.458,5.442,6.908,5.633,3.412
"Vegetarian sausages","CP0117906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.273,6.458,5.442,6.908,5.633,3.412
"Wine - fortified (incl. sherry/port)","CP0212105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.741,1.574,1.273,3.538,2.527,-2.067
"Wine - red","CP0212102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.625,3.236,0.087,3.833,0.916,-0.404
"Wine - rose","CP0212103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,0.332,2.141,-0.813,2.356,-3.011
"Wine - sparkling (incl. prosecco)","CP0212104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,-4.024,-3.313,-1.235,-7.091,-2.577
"Wine - white","CP0212101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,-1.685,-0.036,-2.957,-1.469,-3.745
"Wraps and tortillas (without filling)","CP0111304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.467,5.254,6.005,5.66,5.184,3.225
"Yoghurt - children's","CP0114601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.598,-1.804,-1.745,1.232,-0.583,-2.489
"Yoghurt - flavoured","CP0114601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.598,-1.804,-1.745,1.232,-0.583,-2.489
"Yorkshire puddings","CP0119107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.673,-4.648,-0.327,-4.755,-1.157,-3.194
"Pub meal - main course","220107",2.076,2.395,3.17,5.894,6.877,7.408,9.729,11.524,11.224,9.575,10.707,10.56,11.023,13.48,12.785,10.723,11.214,11.126,10.366,9.486,10.128,9.059,8.505,8.533,8.874,7.378,7.375,7.154,6.54,6.553,6.812,5.916,6.181,6.3,5.428,5.47,5.316,4.944,4.962,5.035,4.628,4.12,4.402,4.323,3.626,4.62,5.339,5.271,4.628,5.653,5.625,5.006,5.569,5.778
"Soft drink - draught","220116",3.418,3.532,3.915,5.683,7.062,6.83,6.889,7.376,7.268,6.005,6.945,6.895,-1.981,6.438,6.84,4.741,4.829,4.751,4.488,4.622,5.373,5.931,5.407,4.868,12.188,6.057,5.428,6.071,5.973,5.869,6.215,6.002,5.436,4.603,4.285,4.427,3.932,4.99,5.154,5.02,4.956,4.97,4.655,4.211,3.821,4.353,4.392,4.51,7.34,4.174,3.645,3.738,3.663,3.714
"Mineral water - still or sparkling","220117",4.761,4.874,4.707,6.059,6.248,6.911,6.709,8.474,8.087,6.58,8.88,8.532,8.034,10.051,11.111,10.167,10.117,10.257,10.226,9.531,10.296,11.085,8.829,8.626,8.833,7.712,6.758,6.808,6.65,6.569,6.524,5.696,5.509,4.596,4.201,4.563,4.703,5.593,5.978,5.658,5.632,5.832,5.996,5.674,5.221,5.342,5.411,5.281,5.11,4.298,3.883,3.542,3.58,3.576
"Restaurant coffee","220121",6.042,7.076,7.329,8.579,8.482,6.419,6.41,7.568,7.255,7.629,6.923,8.293,10.311,10.028,9.914,9.474,9.549,9.469,10.157,10.265,10.29,10.885,10.576,9.461,8.471,8.522,8.738,8.274,8.539,7.529,7.471,6.494,6.112,5.074,4.917,4.944,4.475,4.4,4.308,4.343,4.018,4.265,4.679,4.786,4.906,4.727,4.664,4.57,5.269,4.74,4.151,4.199,3.917,5.038
"Restaurant meal - dessert","220122",7.382,7.222,7.382,9.624,6.391,6.518,8.437,9.066,9.102,8.028,7.631,8.348,8.483,9.666,9.724,8.602,9.367,8.833,8.215,8.421,8.933,9.324,8.853,7.612,7.729,7.504,7.533,6.628,5.889,5.653,5.495,5.103,4.543,4.189,3.897,3.857,3.703,3.33,3.2,3.5,3.323,3.743,3.907,4.445,4.156,4.139,3.958,4.273,4.07,4.354,4.154,3.727,3.69,4.133
"Muffin or individual cake","220124",8.211,8.383,9.754,11.166,8.478,9.466,9.566,12.265,12.649,13.077,13.002,12.924,13.501,13.926,12.743,11.517,13.564,12.112,13.068,10.455,10.468,8.508,9.713,9.877,9.252,8.913,8.704,9.088,7.493,8.021,7.528,7.838,7.212,7.256,5.471,5.134,5.012,4.812,4.831,4.378,4.961,5.612,5.314,5.047,5.098,5.385,5.276,5.481,6.145,6.637,6.643,6.859,6.234,5.047
"Fruit juice drink - bottle","220125",4.257,4.409,4.359,4.864,4.963,5.115,5.313,6.17,6.194,4.959,6.094,6.118,6.001,8.082,8.985,8.575,9.053,9.677,9.332,9.238,9.58,10.265,9.48,8.627,8.766,7.711,6.722,6.987,6.795,6.435,6.689,5.964,5.72,4.828,4.215,4.516,4.628,4.93,5.093,4.973,4.701,4.555,4.64,4.556,4.226,4.252,4.012,4.104,3.838,3.231,3.494,3.3,3.318,3.412
"Restaurant meal - main course","220128",7.285,8.01,8.05,10.098,7.651,8.159,9.104,9.099,10.6,9.821,10.271,10.472,11.461,11.161,11.739,10.826,10.16,10.742,10.499,10.524,10.176,10.601,10.044,9.201,7.882,7.755,7.492,6.742,6.045,5.33,5.341,4.939,4.416,4.144,4.154,4.113,4.861,4.681,4.273,4.224,4.566,5.078,4.963,4.899,5.208,5.279,5.065,5.84,4.956,6.011,5.814,5.502,5.498,5.532
"School meal - primary (fixed charge)","220209",2.018,2.219,1.95,1.952,1.97,1.97,1.97,1.97,2.305,2.306,2.306,2.306,2.873,2.873,2.873,2.873,3.654,3.654,3.654,3.654,-26.065,-25.454,-25.453,-25.453,-26.019,-26.019,-26.019,-26.019,-30.147,-30.147,-30.147,-30.147,-13.38,-14.09,-14.092,-14.092,-16.432,-16.432,-16.432,-16.432,-14.727,-14.727,-14.727,-14.727,-3.398,-3.398,-3.398,-3.398,-4.374,-4.374,-4.374,-4.374,-7.752,-7.752
"School meal - secondary (cafeteria)","220210",1.083,1.283,1.015,1.017,2.276,2.271,2.271,2.271,3.08,3.083,3.083,3.083,4.446,4.446,4.446,4.446,3.378,3.38,3.38,3.38,4.519,4.513,4.513,4.513,-2.894,-2.894,-2.894,-2.894,-1.11,-1.119,-1.117,-1.117,-2.103,-2.096,-2.096,-2.096,5.495,5.495,5.495,5.495,3.68,3.69,3.687,3.687,2.895,2.894,2.894,2.894,3.456,3.456,3.456,3.456,1.994,1.994
"Fish and chips (takeaway)","220301",6.957,7.515,8.779,13.305,16.465,17.538,19.062,19.551,19.846,20.144,19.374,19.318,19.116,19.379,18.947,15.248,12.696,12.596,12.79,12.314,11.716,10.893,10.736,9.77,9.371,8.342,7.927,7.507,7.12,6.137,4.746,4.875,4.949,4.46,4.238,3.998,4.513,5.464,6.187,6.361,7.89,8.293,8.617,8.793,9.189,9.204,9.614,9.644,9.574,9.357,8.611,8.931,7.753,7.28
"Crisps - eat-in or takeaway","220310",3.833,3.963,4.051,4.387,3.703,3.386,3.389,3.22,3.298,4.465,5.901,6.981,6.784,7.196,7.736,7.38,7.133,6.798,6.988,8.158,9.398,9.291,8.094,7.034,7.006,6.491,5.704,6.214,6.559,6.811,7.243,6.403,5.281,4.088,3.793,3.577,3.585,3.501,3.644,3.241,2.985,2.958,3.781,5.821,6.389,6.576,6.696,7.808,7.898,9.643,10.186,10.534,10.497,10.364
"Pizza (takeaway or delivery)","220316",0.171,-0.109,-0.646,0.93,2.117,3.932,5.55,5.855,5.701,7.752,8.69,8.919,10.09,10.88,13.141,14.057,12.091,12.366,11.387,11.201,10.992,8.521,10.134,10.445,6.122,5.88,5.12,3.69,4.245,4.321,3.345,3.466,3.71,3.753,2.607,2.144,4.169,3.977,4.278,3.018,3.3,0.953,1.377,0.985,1.146,2.454,1.867,1.729,2.799,1.307,0.53,0.953,0.917,2.169
"Indian takeaway - main course","220318",2.99,3.138,3.57,4.27,6.953,7.883,7.668,7.894,8.752,8.643,7.992,9.38,9.536,9.517,9.71,9.233,8.378,7.987,7.775,7.86,6.943,7.463,7.6,6.233,5.874,6.16,5.889,5.411,4.872,4.322,4.841,4.493,3.921,3.6,3.127,3.455,3.707,3.665,3.509,3.791,3.627,3.531,3.463,3.258,3.928,3.656,3.356,3.111,2.865,2.629,2.029,1.757,2.029,1.857
"Chinese takeaway - main course","220319",4.071,4.64,4.991,6.668,8.37,8.431,9.176,9.939,9.671,9.789,10.822,10.914,10.07,9.85,9.828,8.944,8.319,7.756,6.758,5.822,6.179,5.541,5.273,4.708,4.907,4.736,4.341,4.401,4.459,4.709,4.239,4.393,4.64,4.648,3.629,3.431,3.111,3.11,3.19,2.918,2.982,2.948,3.707,3.67,2.97,2.896,3.31,3.67,4.158,4.302,4.115,3.905,3.646,3.288
"Kebab (takeaway)","220323",4.462,4.764,5.447,8.023,10.802,11.704,12.383,13.457,13.129,13.326,13.823,13.399,13.393,14.121,13.586,11.477,10.412,9.515,9.26,8.706,8.437,7.788,7.485,7.99,7.064,7.549,7.365,8.095,8.134,7.788,7.676,7.327,7.605,7.519,7.056,6.446,5.568,6.917,7.551,5.948,5.702,6.579,5.812,5.571,6.307,5.859,6.733,6.732,8.167,1.469,5.288,5.954,6.156,5.226
"Cinema popcorn","220324",4.73,4.665,4.572,4.202,3.887,3.873,3.003,3.701,3.897,3.704,3.96,4.407,4.29,4.479,4.616,5.292,5.439,5.886,5.716,5.595,5.368,5.253,6.364,6.39,7.642,7.448,7.394,6.758,6.376,5.713,6.127,6.575,8.037,8.205,6.757,6.493,5.618,5.76,5.461,5.35,6.045,6.165,6.388,5.646,4.455,4.464,4.597,4.499,6.132,6.098,6.177,6.659,6.875,7.01
"Chicken and chips (takeaway)","220326",3.959,3.648,4.553,7.129,10.768,11.793,13.227,13.052,12.887,14.328,14.906,16.133,15.707,16.68,16.763,15.577,12.669,12.28,10.893,11.844,11.904,9.955,9.587,7.819,8.47,7.257,6.293,5.866,6.09,5.637,5.484,3.541,3.364,3.666,3.089,3.092,2.306,2.581,2.47,2.143,2.038,1.701,2.297,2.865,2.88,3.015,3.244,3.485,3.877,3.779,3.705,3.887,3.629,3.807
"Savoury pastry snack (takeaway)","220327",5.074,5.073,6.314,6.61,6.834,9.367,8.457,9.735,9.934,13.167,13.847,13.598,14.253,14.676,14.475,14.869,14.686,12.023,12.704,11.273,11.223,8.239,7.149,7.097,4.101,3.726,3.686,3.469,3.191,3.121,3.676,4.119,4.115,3.984,4.352,5.011,7.049,7.336,7.168,7.585,7.597,7.958,6.733,6.268,5.941,6.294,6.057,5.467,5.415,5.33,5.703,4.907,5.126,4.812
"Burger (takeaway)","220328",6.01,5.845,6.375,9.657,11.529,11.588,12.543,14.749,16.12,16.1,16.27,17.248,16.46,16.233,17.195,15.03,13.53,13.886,14.728,12.371,11.079,10.265,10.998,9.585,9.827,9.427,8.178,7.707,8.214,7.284,5.69,5.338,5.244,5.223,4.508,4.069,3.911,4.378,4.953,4.825,4.46,4.915,5.701,6.023,5.934,6.053,5.931,6.266,5.882,6.051,5.513,5.452,5.208,4.903
"Hot drink (takeaway)","220329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.119,5.811,5.929,6.348,6.738,6.765,6.684,6.875,6.947,6.465,6.434,6.527,6.219,6.084,6.005,5.567,4.897,4.766
"Sandwich - cold filling (takeaway)","220330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soft drink (takeaway)","220331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bitter - draught (3.4-7.5%)","310102",1.974,1.95,3.846,4.795,4.209,3.709,4.373,4.646,3.272,2.421,5.486,5.954,3.775,8.433,7.074,6.575,7.074,7.7,6.976,7.562,8.328,8.98,7.818,7.889,9.395,5.452,4.574,4.119,4.015,3.726,3.853,3.085,3.193,1.543,1.187,1.2,-6.695,2.503,2.607,2.145,2.201,2.75,2.761,2.705,2.905,4.06,4.622,4.222,5.73,3.679,3.913,5.03,4.642,4.541
"Lager - draught (3.4-4.2%)","310109",4.227,4.429,5.625,6.528,5.795,5.798,5.333,5.51,5.601,4.828,5.518,5.99,4.503,7.679,7.2,6.62,7.017,7.116,7.647,8.234,7.858,8.551,7.557,6.915,7.941,5.763,4.769,4.734,4.737,4.627,4.621,3.951,3.06,2.032,1.881,1.686,2.286,1.286,1.603,1.439,1.27,1.378,1.423,1.395,2.274,2.788,2.796,3.405,3.345,4,3.837,3.561,3.558,3.889
"Premium lager - draught (4.3-7.5%)","310110",4.73,4.991,5.826,6.921,6.253,5.927,6.015,7.065,7.164,6.403,7.626,7.956,7.871,9.508,9.31,8.402,8.6,8.883,8.907,8.875,8.445,9.206,8.128,7.598,7.483,6.836,6.194,6.367,5.946,5.921,5.949,5.111,5.376,4.697,4.356,4.212,4.473,3.698,4.003,3.407,3.644,3.426,3.408,3.411,3.102,3.382,3.375,3.448,3.356,3.593,3.36,3.413,3.253,3.52
"Cider - draught (4.5-5.5%)","310114",2.511,2.643,3.602,4.737,3.676,4.427,4.988,5.115,5.578,3.854,4.68,5.131,3.663,7.267,7.256,6.42,7.085,7.168,6.776,6.824,6.65,6.837,6.099,5.353,6.745,5.049,3.901,3.645,2.939,2.633,2.79,2.59,1.971,0.529,0.335,0.59,1.854,0.461,0.698,0.711,1.335,1.694,1.81,1.292,1.612,3.5,3.453,3.681,3.873,3.817,3.964,3.697,3.423,3.734
"Whisky - shot","310301",-12.868,-12.332,-4.872,-3.89,-2.876,-3.143,-5.158,-5.98,-11.091,-12.135,13.396,15.285,9.184,16.859,8.413,7.505,8.13,8.105,8.004,9.264,16.028,16.428,8.386,7.497,15.25,8.081,7.412,7.726,7.06,6.598,6.375,5.157,4.556,3.589,3.41,3.412,3.84,2.986,3.077,1.844,0.892,0.581,0.37,-0.147,0.025,1.689,1.143,1.424,0.996,2.448,2.337,3.19,4.42,4.125
"Vodka - shot","310302",10.393,10.928,11.679,13.343,12.718,12.688,9.54,9.736,9.303,8.744,8.972,9.232,8.514,10.099,9.897,8.485,8.787,8.575,8.566,8.74,9.282,9.4,8.976,8.123,8.41,6.967,6.606,6.97,6.78,6.789,6.559,5.48,5.196,4.447,4.085,4.166,4.882,4.541,4.307,3.978,3.594,4.102,4.113,3.977,3.511,3.69,3.821,4.044,3.455,3.745,4.046,3.496,4.024,4.319
"Mixer - bottle","310306",2.159,2.219,2.307,2.463,1.166,0.759,0.086,0.468,0.461,3.013,3.248,2.612,2.677,4.682,4.559,4.39,4.854,4.374,5.02,5.779,5.759,5.716,5.026,4.973,5.172,0.974,0.726,0.842,0.668,1.187,0.882,-0.13,-0.742,-0.54,0.176,0.139,-0.5,1.678,1.815,1.98,1.841,1.598,2.116,2.445,3.112,2.432,2.25,2.393,3.33,3.54,3.674,3.401,3.431,4.024
"Liqueur - shot","310307",13.221,13.607,14.871,16.78,15.91,16.079,10.562,10.787,10.101,8.821,10.724,10.505,9.669,11.173,10.787,9.057,8.992,9.149,8.941,8.714,8.977,9.28,8.465,7.468,7.677,6.709,5.771,6.331,6.607,6.436,6.501,5.37,5.417,4.779,4.401,4.585,5.148,5.244,5.564,5.111,4.971,4.898,4.876,4.891,4.246,5.246,5.116,5.517,4.871,2.575,2.439,1.989,2.186,2.578
"Wine - glass","310310",-7.278,-7.628,-4.666,-3.762,-5.288,-3.991,-3.558,-2.325,-2.81,-2.819,9.283,9.829,11.198,13.592,10.03,9.501,10.992,10.906,10.486,10.621,11.144,10.782,9.357,9.183,9.741,8.441,8.483,8.864,7.225,7.519,7.516,6.134,5.933,5.847,5.536,5.278,4.051,5.624,5.761,5.259,5.71,5.064,4.974,4.919,4.882,5.158,5.939,5.935,6.18,5.619,5.604,5.411,5.451,5.958
"Wine - bottle","310315",4.576,4.58,4.696,5.415,3.974,4.289,4.295,4.652,5.627,5.901,5.918,6.425,6.946,7.422,7.37,6.691,6.808,7.604,7.568,7.705,6.966,7.736,7.836,7.559,7.269,7.018,7.249,7.422,7.206,6.062,5.881,5.393,5.068,4.663,4.824,4.269,4.454,4.61,4.375,4.153,4.122,4.405,5.407,5.45,5.556,5.016,4.896,4.836,4.566,4.739,4.461,4.64,4.278,4.445
"Gin - shot","310316",1.355,1.66,11.273,12.671,11.16,11.204,7.861,8.438,7.908,6.92,15.948,17.434,11.297,19.831,9.937,9.46,9.565,8.962,8.802,8.564,9.337,9.512,8.515,7.566,14.742,6.849,5.96,5.376,5.724,5.842,5.648,4.863,3.931,3.054,3.034,2.84,3.305,3.365,3.778,3.712,3.793,3.771,3.717,3.588,3.369,4.126,4.039,4.208,2.695,3.858,4.101,3.832,3.557,4.41
"Plumber - daytime","410508",1.693,1.693,1.861,1.861,1.909,1.614,1.55,1.41,1.889,1.792,1.94,1.702,1.268,1.064,0.964,1.018,1.105,1.325,1.732,1.734,1.261,1.097,1.228,1.228,1.154,1.358,1.292,1.237,1.102,0.884,0.419,0.417,0.449,0.449,0.173,0.173,0.347,0.634,0.634,0.634,0.634,0.66,0.915,0.915,1.001,1.001,1.001,1.001,0.894,1.289,1.376,1.376,1.376,1.153
"Electrical services - daytime","410509",0.724,0.768,1.168,1.574,1.574,1.623,1.595,1.552,1.235,1.235,1.277,1.277,1.251,1.206,0.859,0.507,0.554,0.903,0.931,0.853,0.633,0.485,0.4,0.564,0.549,0.549,0.524,0.647,0.6,0.204,0.176,0.184,0.364,0.512,0.521,0.357,0.555,0.555,0.528,0.629,0.629,0.794,1.189,1.327,1.189,1.189,1.229,1.229,1.027,1.042,1.133,0.872,1.102,0.936
"Decorating services","410517",1.589,1.589,1.849,2.201,2.205,2.946,2.768,2.514,2.108,1.886,1.994,1.994,1.994,2.025,1.76,1.32,1.499,0.862,0.798,0.821,0.911,1.552,1.275,1.275,1.551,1.521,1.397,1.397,1.139,1.207,1.306,1.283,0.948,0.306,0.673,0.673,0.468,0.468,0.595,0.622,0.622,0.706,0.639,0.639,0.689,0.62,0.352,0.352,0.283,0.283,0.283,0.256,0.256,0.169
"Carpentry services - daytime","410518",2.831,3.349,3.361,4.645,4.828,4.69,4.278,3.572,3.704,3.412,3.396,3.304,3.156,2.796,2.784,1.401,1.225,1.462,1.373,1.355,0.814,0.71,0.625,0.907,0.907,0.782,1.485,1.485,1.485,1.45,1.45,1.374,1.374,1.285,1.285,1.002,2.08,2.131,1.423,1.586,1.586,1.278,1.278,1.313,1.313,1.171,1.171,1.608,0.535,0.456,0.456,0.376,0.376,0.679
